dump_name,path,label_rootkit,label_azazel,label_orbit,label_mirai,label_syslogk,label_reptile,label_bpfbackdoor,label_reverseshell,label_skidmap,label_cryptominer,label_teamtnt,label_multistage,label_credscrape,hidden_proc_count,masqueraded_proc_count,deleted_exe_count,hooked_syscall_count,hidden_module_count,netfilter_hook_count,rwx_region_count,total_sockets,raw_socket_count,foreign_conn_count,high_port_count,unknown_lib_count
memdump_20260517_194236_mirai.raw,dumps_v2/single/mirai/memdump_20260517_194236_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,30,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194512_mirai.raw,dumps_v2/single/mirai/memdump_20260517_194512_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,21,6,0,0,1,2,6,264,4,0,24,0
memdump_20260517_194747_mirai.raw,dumps_v2/single/mirai/memdump_20260517_194747_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,27,7,0,0,1,2,7,276,5,0,24,0
memdump_20260517_195021_mirai.raw,dumps_v2/single/mirai/memdump_20260517_195021_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,22,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_195257_mirai.raw,dumps_v2/single/mirai/memdump_20260517_195257_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,22,9,0,0,1,2,9,264,4,0,24,0
memdump_20260517_193217_multistage.raw,dumps_v2/single/multistage/memdump_20260517_193217_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,0,0,0,2,1,264,4,0,24,0
memdump_20260517_193458_multistage.raw,dumps_v2/single/multistage/memdump_20260517_193458_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193735_multistage.raw,dumps_v2/single/multistage/memdump_20260517_193735_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,26,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194012_multistage.raw,dumps_v2/single/multistage/memdump_20260517_194012_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,19,4,0,0,1,2,4,264,4,0,24,0
memdump_20260517_194248_multistage.raw,dumps_v2/single/multistage/memdump_20260517_194248_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,24,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194523_multistage.raw,dumps_v2/single/multistage/memdump_20260517_194523_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,19,6,0,0,1,2,6,264,4,0,24,0
memdump_20260517_194759_multistage.raw,dumps_v2/single/multistage/memdump_20260517_194759_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,25,7,0,0,1,2,7,264,4,0,24,0
memdump_20260517_195032_multistage.raw,dumps_v2/single/multistage/memdump_20260517_195032_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,20,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_195308_multistage.raw,dumps_v2/single/multistage/memdump_20260517_195308_multistage.raw,0,0,0,0,0,0,0,0,0,0,0,1,0,20,9,0,0,1,2,9,264,4,0,24,0
memdump_20260517_193229_orbit.raw,dumps_v2/single/orbit/memdump_20260517_193229_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,2,5,264,4,0,24,0
memdump_20260517_193510_orbit.raw,dumps_v2/single/orbit/memdump_20260517_193510_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,1,2,6,264,4,0,24,0
memdump_20260517_193746_orbit.raw,dumps_v2/single/orbit/memdump_20260517_193746_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,26,3,0,0,1,2,7,264,4,0,24,0
memdump_20260517_194023_orbit.raw,dumps_v2/single/orbit/memdump_20260517_194023_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,0,0,1,2,8,264,4,0,24,0
memdump_20260517_194259_orbit.raw,dumps_v2/single/orbit/memdump_20260517_194259_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,24,5,0,0,1,2,9,264,4,0,24,0
memdump_20260517_194535_orbit.raw,dumps_v2/single/orbit/memdump_20260517_194535_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,16,6,0,0,1,2,-1,276,5,0,24,-1
memdump_20260517_194810_orbit.raw,dumps_v2/single/orbit/memdump_20260517_194810_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,25,7,0,0,1,2,11,264,4,0,24,0
memdump_20260517_195320_orbit.raw,dumps_v2/single/orbit/memdump_20260517_195320_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,20,9,0,0,1,2,13,264,4,0,24,0
memdump_20260517_195043_orbit.raw,dumps_v2/single/orbit/memdump_20260517_195043_orbit.raw,0,0,1,0,0,0,0,0,0,0,0,0,0,20,8,0,0,1,2,12,264,4,0,24,0
memdump_20260517_193241_reptile.raw,dumps_v2/single/reptile/memdump_20260517_193241_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,0,0,2,2,265,4,0,24,0
memdump_20260517_193758_reptile.raw,dumps_v2/single/reptile/memdump_20260517_193758_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,27,4,0,0,1,2,4,265,4,0,24,0
memdump_20260517_193522_reptile.raw,dumps_v2/single/reptile/memdump_20260517_193522_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,25,3,0,0,1,2,3,265,4,0,24,0
memdump_20260517_194311_reptile.raw,dumps_v2/single/reptile/memdump_20260517_194311_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,24,6,0,0,1,2,6,265,4,0,24,0
memdump_20260517_194035_reptile.raw,dumps_v2/single/reptile/memdump_20260517_194035_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,20,5,0,0,1,2,5,265,4,0,24,0
memdump_20260517_194546_reptile.raw,dumps_v2/single/reptile/memdump_20260517_194546_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,22,7,0,0,1,2,7,277,5,0,24,0
memdump_20260517_195055_reptile.raw,dumps_v2/single/reptile/memdump_20260517_195055_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,21,9,0,0,1,2,9,265,4,0,24,0
memdump_20260517_194821_reptile.raw,dumps_v2/single/reptile/memdump_20260517_194821_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,26,8,0,0,1,2,8,265,4,0,24,0
memdump_20260517_195331_reptile.raw,dumps_v2/single/reptile/memdump_20260517_195331_reptile.raw,0,0,0,0,0,1,0,0,0,0,0,0,0,22,10,0,0,1,2,10,265,4,0,24,0
memdump_20260517_193253_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_193253_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,2,1,265,4,0,24,0
memdump_20260517_193809_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_193809_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,27,3,0,0,1,2,3,265,4,0,24,0
memdump_20260517_193534_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_193534_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,25,2,0,0,1,2,2,265,4,0,24,0
memdump_20260517_194046_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_194046_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,20,4,0,0,1,2,4,265,4,0,24,0
memdump_20260517_194322_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_194322_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,24,5,0,0,1,2,5,265,4,0,24,0
memdump_20260517_194558_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_194558_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,21,6,0,0,1,2,6,277,5,0,24,0
memdump_20260517_194832_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_194832_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,31,7,0,0,1,2,7,265,4,0,24,0
memdump_20260517_195343_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_195343_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,21,9,0,0,1,2,9,265,4,0,24,0
memdump_20260517_195107_reverseshell.raw,dumps_v2/single/reverseshell/memdump_20260517_195107_reverseshell.raw,0,0,0,0,0,0,0,1,0,0,0,0,0,20,8,0,0,1,2,8,265,4,0,24,0
memdump_20260517_193546_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_193546_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193305_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_193305_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,1,2,1,264,4,0,24,0
memdump_20260517_193821_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_193821_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194057_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_194057_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,1,2,4,264,4,0,24,0
memdump_20260517_194334_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_194334_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194609_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_194609_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,1,2,6,276,5,0,24,0
memdump_20260517_195119_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_195119_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_195354_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_195354_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,1,2,9,264,4,0,24,0
memdump_20260517_194844_rootkit.raw,dumps_v2/single/rootkit/memdump_20260517_194844_rootkit.raw,1,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,1,2,7,264,4,0,24,0
memdump_20260517_193317_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_193317_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,21,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193833_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_193833_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,28,4,0,0,1,2,4,264,4,0,24,0
memdump_20260517_193558_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_193558_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,28,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194109_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_194109_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,19,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194345_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_194345_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,23,6,0,0,1,2,6,264,4,0,24,0
memdump_20260517_194621_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_194621_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,20,7,0,0,1,2,7,264,4,0,24,0
memdump_20260517_195130_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_195130_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,21,9,0,0,1,2,9,264,4,0,24,0
memdump_20260517_194855_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_194855_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,31,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_195406_skidmap.raw,dumps_v2/single/skidmap/memdump_20260517_195406_skidmap.raw,0,0,0,0,0,0,0,0,1,0,0,0,0,20,10,0,0,1,2,10,276,5,0,24,0
memdump_20260517_193609_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_193609_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,26,4,0,0,1,2,4,265,4,0,24,0
memdump_20260517_193328_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_193328_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,21,3,0,0,1,2,3,265,4,0,24,0
memdump_20260517_193844_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_193844_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,27,5,0,0,1,2,5,265,4,0,24,0
memdump_20260517_194356_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_194356_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,22,7,0,0,1,2,7,265,4,0,24,0
memdump_20260517_194121_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_194121_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,22,6,0,0,1,2,6,265,4,0,24,0
memdump_20260517_194632_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_194632_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,23,8,0,0,1,2,8,265,4,0,24,0
memdump_20260517_194907_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_194907_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,30,9,0,0,1,2,9,265,4,0,24,0
memdump_20260517_195142_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_195142_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,20,10,0,0,1,2,10,265,4,0,24,0
memdump_20260517_195417_syslogk.raw,dumps_v2/single/syslogk/memdump_20260517_195417_syslogk.raw,0,0,0,0,1,0,0,0,0,0,0,0,0,22,11,0,0,1,2,11,277,5,0,24,0
memdump_20260517_193340_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_193340_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,21,2,0,0,1,2,1,264,4,0,24,0
memdump_20260517_193621_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_193621_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,29,3,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193856_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_193856_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,29,4,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194132_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_194132_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,26,5,0,0,1,2,4,264,4,0,24,0
memdump_20260517_194644_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_194644_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,23,7,0,0,1,2,6,276,5,0,24,0
memdump_20260517_194408_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_194408_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,26,6,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194918_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_194918_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,23,8,0,0,1,2,7,264,4,0,24,0
memdump_20260517_195153_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_195153_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,22,9,0,0,1,2,8,264,4,0,24,0
memdump_20260517_195429_teamtnt.raw,dumps_v2/single/teamtnt/memdump_20260517_195429_teamtnt.raw,0,0,0,0,0,0,0,0,0,0,1,0,0,24,10,0,0,1,2,9,264,4,0,24,0
